lp;czas;nr rej
3068;10:59:22;CA5628
3069;10:59:37;AA7270
3070;10:59:39;BC1020
3071;10:59:50;BB3689
3072;10:59:59;BC1188
3073;11:00:04;BB6458
3074;11:00:15;BB3689
3075;11:00:28;BA1709
3076;11:00:29;AB5278
3077;11:00:34;AC3547
3078;11:00:36;AA6136
3079;11:00:45;BC8189
3080;11:01:00;AA7969
3081;11:01:10;CA8204
3082;11:01:20;BB8142
3083;11:01:26;CB1434
3084;11:01:38;AA8435
3085;11:01:46;AA8452
3086;11:01:49;AB9953
3087;11:01:51;AC7939
3088;11:01:53;AC2603
3089;11:01:59;AC7247
3090;11:02:06;AB7429
3091;11:02:20;AC7981
3092;11:02:32;AC5506
3093;11:02:33;BB5684
3094;11:02:47;BC3012
3095;11:02:54;AA6838
3096;11:03:05;BC1237
3097;11:03:19;CC9917
3098;11:03:34;AA3194
3099;11:03:44;AC7925
3100;11:03:54;AB3093
3101;11:04:01;BC3562
3102;11:04:08;CA6640
3103;11:04:23;AA1856
3104;11:04:34;BA2250
3105;11:04:46;CA9332
3106;11:04:53;CC8802
3107;11:05:04;CB2282
3108;11:05:16;AA5910
3109;11:05:21;CA4789
3110;11:05:27;AA7545
3111;11:05:35;CB3800
3112;11:05:48;AB5932
3113;11:06:02;BC7845
3114;11:06:13;BC8894
3115;11:06:28;BC6539
3116;11:06:43;BB5698
3117;11:06:44;AC1381
3118;11:06:57;AC7661
3119;11:07:05;CB1694
3120;11:07:13;BB6597
3121;11:07:17;BC3958
3122;11:07:26;BA3660
3123;11:07:35;AB6088
3124;11:07:39;CA4694
3125;11:07:43;BA2737
3126;11:07:47;BA1950
3127;11:07:48;BB7295
3128;11:07:52;CB7305
3129;11:08:06;BB1523
3130;11:08:08;BA7140
3131;11:08:14;CA4498
3132;11:08:18;BC7333
3133;11:08:32;CA1308
3134;11:08:44;CB6198
3135;11:08:46;AB2014
3136;11:08:59;BC5391
3137;11:09:06;CA4460
3138;11:09:14;BC1351
3139;11:09:26;BB4066
3140;11:09:39;BB2030
3141;11:09:41;CC4551
3142;11:09:48;CB2395
3143;11:09:58;AB8687
3144;11:10:03;CA3054
3145;11:10:07;BB5384
3146;11:10:20;BB5282
3147;11:10:22;CB3382
3148;11:10:27;AC7400
3149;11:10:33;BC1647
3150;11:10:42;AC2626
3151;11:10:54;CB1678
3152;11:10:57;CA6704
3153;11:11:06;BA1453
3154;11:11:13;BA3806
3155;11:11:25;BB8772
3156;11:11:27;CB3670
3157;11:11:36;CC4292
3158;11:11:49;BA9037
3159;11:11:59;BC1064
3160;11:12:00;BB5632
3161;11:12:04;AB3961
3162;11:12:14;CB2951
3163;11:12:24;BA1548
3164;11:12:35;BA7510
3165;11:12:36;CB9966
3166;11:12:44;AC6530
3167;11:12:56;BA3716
3168;11:13:02;AB8282
3169;11:13:17;BB8680
3170;11:13:20;AB7936
3171;11:13:35;BB6871
3172;11:13:42;BC3031
3173;11:13:45;BC4632
3174;11:13:52;AA8137
3175;11:14:07;CC9793
3176;11:14:14;AB8402
3177;11:14:28;CC2038
3178;11:14:43;BB6960
3179;11:14:58;CA8929
3180;11:15:02;BC9544
3181;11:15:11;AB6827
3182;11:15:21;CB5134
3183;11:15:25;BA3875
3184;11:15:33;BA3525
3185;11:15:37;CC4832
3186;11:15:41;CA2903
3187;11:15:43;CC9683
3188;11:15:51;AA3721
3189;11:15:57;CA2102
3190;11:16:01;BB7546
3191;11:16:10;AB7139
3192;11:16:11;CA1042
3193;11:16:12;AB7008
3194;11:16:22;BC7079
3195;11:16:24;CA8586
3196;11:16:31;CB6387
3197;11:16:38;AA5508
3198;11:16:52;AA9857
3199;11:16:56;BA9363
3200;11:17:06;AA7583
3201;11:17:17;CC2456
3202;11:17:31;BB2148
3203;11:17:39;AB5531
3204;11:17:44;CC1258
3205;11:17:45;CC3177
3206;11:17:47;CC1776
3207;11:17:57;BC2041
3208;11:17:59;BC1645
3209;11:18:10;CB4674
3210;11:18:23;CA8750
3211;11:18:26;CB2477
3212;11:18:34;BB7667
3213;11:18:44;AB4770
3214;11:18:48;BA7899
3215;11:19:02;AB9884
3216;11:19:06;AB8198
3217;11:19:07;AB1982
3218;11:19:13;AA6381
3219;11:19:23;BA9671
3220;11:19:27;BB8512
3221;11:19:38;CC7807
3222;11:19:41;AC1604
3223;11:19:50;CB9054
3224;11:20:03;AC7359
3225;11:20:04;CC2309
3226;11:20:07;CC8387
3227;11:20:10;AB3471
3228;11:20:12;CC9167
3229;11:20:14;BA6697
3230;11:20:28;CB8981
3231;11:20:36;BA5837
3232;11:20:43;AA6154
3233;11:20:44;AB9168
3234;11:20:56;CB5649
3235;11:21:05;BB7680
3236;11:21:13;CC5226
3237;11:21:16;CC2874
3238;11:21:18;AC9336
3239;11:21:33;CB8120
3240;11:21:44;AC2753
3241;11:21:54;CA3182
3242;11:22:02;BC2191
3243;11:22:15;BA1913
3244;11:22:18;AA4460
3245;11:22:22;AB8086
3246;11:22:30;CA7812
3247;11:22:34;AC8404
3248;11:22:37;BA7539
3249;11:22:40;AC6623
3250;11:22:45;AA4220
3251;11:22:48;AA8236
3252;11:22:54;AC8729
3253;11:22:57;CC3896
3254;11:23:05;CA7849
3255;11:23:07;BC4995
3256;11:23:18;CC6890
3257;11:23:29;CC1866
3258;11:23:30;BB4217
3259;11:23:34;CC7840
3260;11:23:43;CC7118
3261;11:23:48;BB7864
3262;11:23:50;AA6768
3263;11:24:03;BA5967
3264;11:24:16;CC1099
3265;11:24:17;CC7657
3266;11:24:28;BB1140
3267;11:24:32;AB1233
3268;11:24:33;AC1612
3269;11:24:38;AB5723
3270;11:24:42;BA5472
3271;11:24:57;CA6702
3272;11:25:11;BB8639
3273;11:25:16;AA6730
3274;11:25:24;BB9074
3275;11:25:36;BB4915
3276;11:25:48;CB6401
3277;11:26:03;CB1470
3278;11:26:14;CA6299
3279;11:26:27;CA3297
3280;11:26:38;CA2797
3281;11:26:50;AA2566
3282;11:26:53;AC2015
3283;11:27:00;CB6485
3284;11:27:13;BC6337
3285;11:27:17;CA6307
3286;11:27:29;AB5326
3287;11:27:39;BA9642
3288;11:27:42;BC6506
3289;11:27:52;BB3038
3290;11:28:01;AA9220
3291;11:28:13;AB9957
3292;11:28:19;AC1537
3293;11:28:32;AB1497
3294;11:28:45;BC8530
3295;11:28:58;AC6428
3296;11:29:05;BC9531
3297;11:29:17;BC1911
3298;11:29:20;BA8955
3299;11:29:29;AB4843
3300;11:29:34;BC7579
3301;11:29:47;BB7985
3302;11:29:59;BB6042
3303;11:30:04;BB8716
3304;11:30:08;AC9226
3305;11:30:10;AC1325
3306;11:30:17;BC4763
3307;11:30:20;CA7402
3308;11:30:23;AA3841
3309;11:30:36;BC8085
3310;11:30:51;CC8148
3311;11:30:52;BA1325
3312;11:31:04;CC3571
3313;11:31:09;BC7245
3314;11:31:24;AC5620
3315;11:31:25;AB6297
3316;11:31:38;BA8887
3317;11:31:53;AC5122
3318;11:32:03;AB8840
3319;11:32:09;BC5668
3320;11:32:21;AC8956
3321;11:32:34;CB2544
3322;11:32:35;CA8204
3323;11:32:39;BA7021
3324;11:32:47;AC7939
3325;11:33:02;AB6539
3326;11:33:09;AC7247
3327;11:33:12;AC6917
3328;11:33:25;AC7981
3329;11:33:28;AC5506
3330;11:33:29;CC9911
3331;11:33:35;CC7592
3332;11:33:36;CC6887
3333;11:33:42;BA4069
3334;11:33:54;AB9629
3335;11:33:59;BB2041
3336;11:34:06;AC8592
3337;11:34:17;AC2331
3338;11:34:25;BC4458
3339;11:34:39;AA8386
3340;11:34:53;AC6313
3341;11:34:56;CC8697
3342;11:35:00;CB2359
3343;11:35:04;CB6018
3344;11:35:15;BC5173
3345;11:35:25;AC3321
3346;11:35:28;AA3889
3347;11:35:29;CC3989
3348;11:35:31;AC3544
3349;11:35:40;AA1229
3350;11:35:45;BB7379
3351;11:35:52;BB4956
3352;11:36:04;BA4146
3353;11:36:18;CB9191
3354;11:36:30;AC2046
3355;11:36:31;CB8742
3356;11:36:44;CA8576
3357;11:36:45;BB6304
3358;11:36:46;CA1417
3359;11:36:59;CA6792
3360;11:37:10;AA7565
3361;11:37:19;AB7432
3362;11:37:31;AC7338
3363;11:37:34;CB8993
3364;11:37:44;AA6776
3365;11:37:59;BC4023
3366;11:38:03;BB3380
3367;11:38:05;CC7620
3368;11:38:19;AB3394
3369;11:38:25;AB6374
3370;11:38:39;CB4480
3371;11:38:52;CB4738
3372;11:38:55;BC8587
3373;11:39:09;CB8620
3374;11:39:23;AA6751
3375;11:39:26;BA9177
3376;11:39:31;BB4934
3377;11:39:42;BC1977
3378;11:39:43;AA7928
3379;11:39:51;CB9120
3380;11:40:04;BC6370
3381;11:40:18;BA8941
3382;11:40:19;AA8171
3383;11:40:34;BA5909
3384;11:40:37;BA7541
3385;11:40:52;CA3624
3386;11:40:54;BB8290
3387;11:41:02;AB7138
3388;11:41:05;AA5214
3389;11:41:10;AB9752
3390;11:41:17;AA3036
3391;11:41:30;AA8600
3392;11:41:33;AB2993
3393;11:41:37;AB3230
3394;11:41:43;AB9599
3395;11:41:51;AA5992
3396;11:42:06;CA4125
3397;11:42:21;BA2104
3398;11:42:30;CB4069
3399;11:42:44;AC6793
3400;11:42:45;CC2216
3401;11:42:46;AA2245
3402;11:42:52;AC8468
3403;11:43:05;BB5691
3404;11:43:13;BB1575
3405;11:43:17;AA1929
3406;11:43:19;CA8306
3407;11:43:34;AC1945
3408;11:43:35;BB9715
3409;11:43:47;AB2551
3410;11:43:59;AA3832
3411;11:44:13;AC5657
3412;11:44:24;AA9706
3413;11:44:36;BC9739
3414;11:44:43;CC6699
3415;11:44:49;AA7566
3416;11:44:57;AC7794
3417;11:45:01;CA5762
3418;11:45:15;BC4729
3419;11:45:23;BA5283
3420;11:45:25;AB2481
3421;11:45:32;BA2497
3422;11:45:35;CC3213
3423;11:45:45;CB5282
3424;11:45:46;BC8273
3425;11:45:58;BC3413
3426;11:46:11;AA8548
3427;11:46:19;BA7164
3428;11:46:27;CB5368
3429;11:46:41;AB9327
3430;11:46:43;AB1282
3431;11:46:54;AC4742
3432;11:47:03;AA1894
3433;11:47:10;CA7653
3434;11:47:23;BB6787
3435;11:47:35;AB7366
3436;11:47:49;AA9329
3437;11:47:52;AA3789
3438;11:48:05;BA2765
3439;11:48:11;BB8356
3440;11:48:12;AA1793
3441;11:48:21;AA9591
3442;11:48:22;CA3747
3443;11:48:30;BC6601
3444;11:48:38;BB8149
3445;11:48:52;AC7691
3446;11:48:54;BA2472
3447;11:49:08;CA1346
3448;11:49:15;CB8791
3449;11:49:19;AB3352
3450;11:49:29;BA2261
3451;11:49:33;BA4207
3452;11:49:39;CC4532
3453;11:49:53;CA7541
3454;11:50:03;BC3184
3455;11:50:04;CC1564
3456;11:50:17;BC2347
3457;11:50:18;CA2732
3458;11:50:21;CB6044
3459;11:50:22;CC1049
3460;11:50:32;BB3400
3461;11:50:38;BC5349
3462;11:50:45;AB1382
3463;11:50:56;BB1934
3464;11:51:11;CA3355
3465;11:51:25;AA5034
3466;11:51:40;AB9907
3467;11:51:50;CA9094
3468;11:52:04;AA1087
3469;11:52:19;AB6878
3470;11:52:28;BC7070
3471;11:52:40;BA1451
3472;11:52:53;BB4734
3473;11:53:06;AB6918
3474;11:53:07;CC8940
3475;11:53:12;BA9286
3476;11:53:22;AA2761
3477;11:53:25;CC4400
3478;11:53:30;BA1551
3479;11:53:40;BA6462
3480;11:53:53;AC8720
3481;11:54:07;CC2710
3482;11:54:12;BC4427
3483;11:54:20;BB9433
3484;11:54:27;CB7272
3485;11:54:33;BB9443
3486;11:54:38;CA1320
3487;11:54:47;BA6004
3488;11:54:57;AA9466
3489;11:55:00;CA3328
3490;11:55:09;BA5345
3491;11:55:12;AA9965
3492;11:55:18;AB9362
3493;11:55:33;AC8405
3494;11:55:40;AB4710
3495;11:55:44;AB3413
3496;11:55:55;CC6134
3497;11:56:05;AA7243
3498;11:56:07;AA2476
3499;11:56:12;CC5076
3500;11:56:14;AA4093
3501;11:56:22;BA9956
3502;11:56:35;BC1160
3503;11:56:39;BA8929
3504;11:56:40;BA1858
3505;11:56:51;CA4169
3506;11:56:56;BC9237
3507;11:57:05;AA2947
3508;11:57:20;BB7328
3509;11:57:22;BA5573
3510;11:57:25;CC7734
3511;11:57:40;BB4409
3512;11:57:53;CA7946
3513;11:58:05;AC1286
3514;11:58:14;AA5016
3515;11:58:19;AA9763
3516;11:58:23;CA9221
3517;11:58:24;BA2484
3518;11:58:28;AB1157
3519;11:58:35;BA4775
3520;11:58:40;AA5927
3521;11:58:52;CA4097
3522;11:59:03;BB2470
3523;11:59:08;CB5254
3524;11:59:15;BC8300
3525;11:59:26;BC3967
3526;11:59:29;BC9986
3527;11:59:39;BC3504
3528;11:59:46;AC7248
3529;11:59:55;AC9554
3530;11:59:57;BB3689
3531;11:59:58;AA6419
3532;12:00:07;CC1614
3533;12:00:22;BB3689
3534;12:00:29;CC2308
3535;12:00:35;CC6679
3536;12:00:36;BA7389
3537;12:00:40;AC8393
3538;12:00:49;CC8395
3539;12:01:02;BC3462
3540;12:01:16;AC4212
3541;12:01:25;AB9007
3542;12:01:34;AA6452
3543;12:01:41;CC5382
3544;12:01:54;BB6696
3545;12:01:55;AB9476
3546;12:02:09;BC9019
3547;12:02:10;CB7025
3548;12:02:21;CA6567
3549;12:02:22;CA5203
3550;12:02:35;CA7830
3551;12:02:42;AC5971
3552;12:02:55;BC8517
3553;12:03:04;CC3692
3554;12:03:15;BC1365
3555;12:03:30;AA9859
3556;12:03:38;CA4324
3557;12:03:49;BB3310
3558;12:03:58;AB9996
3559;12:04:07;CB6764
3560;12:04:15;CA1706
3561;12:04:29;BC5134
3562;12:04:35;BC9388
3563;12:04:48;CA4880
3564;12:05:02;AA2680
3565;12:05:06;BC4888
3566;12:05:11;AB2969
3567;12:05:17;CC5737
3568;12:05:27;AA7807
3569;12:05:29;BC4463
3570;12:05:31;AA1962
3571;12:05:44;BA8276
3572;12:05:50;BC3205
3573;12:05:52;BC9186
3574;12:06:02;AB2931
3575;12:06:10;CC3877
3576;12:06:11;CC3314
3577;12:06:26;CC2343
3578;12:06:31;AA9679
3579;12:06:40;BB9405
3580;12:06:51;BC5145
3581;12:06:58;BC9836
3582;12:07:09;CA5292
3583;12:07:13;AB6437
3584;12:07:25;BB5716
3585;12:07:31;BC5917
3586;12:07:34;AB4248
3587;12:07:46;CB3077
3588;12:07:59;BC8265
3589;12:08:11;AA1502
3590;12:08:15;AC3691
3591;12:08:25;BB1902
3592;12:08:28;CA9641
3593;12:08:30;AB1613
3594;12:08:31;CC2266
3595;12:08:33;AC9301
3596;12:08:34;BB1006
3597;12:08:47;CA2989
3598;12:08:57;AB5163
3599;12:09:06;CC6765
3600;12:09:11;BC3969
3601;12:09:13;AB6393
3602;12:09:22;BC2588
3603;12:09:34;CC4786
3604;12:09:42;BB8493
3605;12:09:46;BA5173
3606;12:09:49;BB8483
3607;12:10:04;CB2935
3608;12:10:08;CA8204
3609;12:10:11;BA5850
3610;12:10:20;AA9176
3611;12:10:25;AC7939
3612;12:10:35;CB9705
3613;12:10:43;AC7247
3614;12:10:44;CB2740
3615;12:10:52;AC1267
3616;12:11:02;AC7981
3617;12:11:04;AC5506
3618;12:11:18;AA8304
3619;12:11:29;BA5713
3620;12:11:36;CC5318
3621;12:11:49;AB6459
3622;12:11:54;CA1244
3623;12:11:57;CC6450
3624;12:12:03;BA1380
3625;12:12:06;AA7073
3626;12:12:08;CB1223
3627;12:12:13;AC6934
3628;12:12:17;AC9372
3629;12:12:19;CC9133
3630;12:12:32;AA7647
3631;12:12:41;CC5389
3632;12:12:50;BB3170
3633;12:13:00;AB6517
3634;12:13:09;BC4450
3635;12:13:14;BA4001
3636;12:13:24;CA8771
3637;12:13:30;BB4056
3638;12:13:34;BC9169
3639;12:13:36;BC3289
3640;12:13:46;CB9954
3641;12:13:58;AA3978
3642;12:14:09;CB4414
3643;12:14:16;CA3141
3644;12:14:28;CC5486
3645;12:14:36;CA3389
3646;12:14:39;BB2434
3647;12:14:48;AA1157
3648;12:14:52;CC6281
3649;12:14:55;AC6127
3650;12:14:58;CB7494
3651;12:14:59;BB3404
3652;12:15:01;CC1657
3653;12:15:08;AA2591
3654;12:15:15;AB2635
3655;12:15:27;CB7331
3656;12:15:33;AA6760
3657;12:15:34;BB3500
3658;12:15:35;AB5919
3659;12:15:50;CA5881
3660;12:16:03;AB4083
3661;12:16:06;CA7715
3662;12:16:12;CA2701
3663;12:16:18;AB2409
3664;12:16:31;BA2164
3665;12:16:34;BA4153
3666;12:16:40;AC3410
3667;12:16:41;CC1533
3668;12:16:44;BC3227
3669;12:16:49;BA4198
3670;12:16:59;BC9938
3671;12:17:03;CA5572
3672;12:17:06;CC8759
3673;12:17:14;BA8200
3674;12:17:28;CC5014
3675;12:17:40;BA6330
3676;12:17:55;BB7162
3677;12:18:05;BC1202
3678;12:18:13;CA8300
3679;12:18:18;CA1592
3680;12:18:29;BB9876
3681;12:18:30;BB1214
3682;12:18:39;BC8532
3683;12:18:44;BC4278
3684;12:18:52;AA8950
3685;12:19:04;AC4731
3686;12:19:19;AB4567
3687;12:19:21;CC1663
3688;12:19:26;BC8079
3689;12:19:35;BB7860
3690;12:19:46;AC8229
3691;12:19:49;AA4957
3692;12:19:51;AB6608
3693;12:19:52;CA5636
3694;12:20:05;CC5480
3695;12:20:16;AA7725
3696;12:20:18;CA8992
3697;12:20:28;BB9566
3698;12:20:41;CA6224
3699;12:20:52;AC5627
3700;12:21:07;CA3826
3701;12:21:14;BA6298
3702;12:21:18;CB4027
3703;12:21:29;CA4631
3704;12:21:31;CB2405
3705;12:21:34;BC7142
3706;12:21:49;CB9502
3707;12:22:00;AC2776
3708;12:22:02;CC8504
3709;12:22:12;CC9812
3710;12:22:25;BC8368
3711;12:22:28;CC3065
3712;12:22:30;AB7357
3713;12:22:32;BC6245
3714;12:22:47;BB8169
3715;12:22:49;BB3790
3716;12:23:03;CB3101
3717;12:23:12;AB6470
3718;12:23:20;AA4085
3719;12:23:30;CA4257
3720;12:23:43;CA1156
3721;12:23:55;AC7318
3722;12:24:07;CC5586
3723;12:24:21;AA6686
3724;12:24:27;BA9796
3725;12:24:30;AB4787
3726;12:24:33;CA4378
3727;12:24:42;BB2390
3728;12:24:54;AC5184
3729;12:25:03;CB7647
3730;12:25:12;CA7215
3731;12:25:20;AC4974
3732;12:25:27;BA9071
3733;12:25:37;AC6568
3734;12:25:39;BA8429
3735;12:25:47;AA8898
3736;12:25:48;BC4871
3737;12:25:57;CA7149
3738;12:26:01;BC8827
3739;12:26:11;BB1223
3740;12:26:16;AA6061
3741;12:26:30;BA9748
3742;12:26:39;AB7981
3743;12:26:46;BC3578
3744;12:27:00;BB9093
3745;12:27:13;BC1845
3746;12:27:25;AA6409
3747;12:27:30;BB5335
3748;12:27:43;BB5515
3749;12:27:44;BC8345
3750;12:27:45;CB2077
3751;12:27:53;BA6338
3752;12:28:06;CA4332
3753;12:28:21;CB4820
3754;12:28:33;AA7372
3755;12:28:40;CC9931
3756;12:28:54;AB2605
3757;12:28:58;AB5034
3758;12:29:08;CC4114
3759;12:29:16;BC3499
3760;12:29:20;BC3878
3761;12:29:25;AA5884
3762;12:29:27;AA2760
3763;12:29:29;CC7183
3764;12:29:40;CB3069
3765;12:29:50;CB6291
3766;12:30:01;CB9915
3767;12:30:10;CC3556
3768;12:30:14;BB7257
3769;12:30:20;AA3317
3770;12:30:26;CA5296
3771;12:30:30;CC8384
3772;12:30:35;BA3204
3773;12:30:43;CB3580
3774;12:30:46;CB3125
3775;12:31:01;CB8899
3776;12:31:02;CA9656
3777;12:31:08;BC4680
3778;12:31:20;BB9402
3779;12:31:33;CC4185
3780;12:31:34;CB8724
3781;12:31:40;CA2131
3782;12:31:41;BC6310
3783;12:31:49;CB2834
3784;12:32:03;CB7614
3785;12:32:16;BC7639
3786;12:32:18;BB8127
3787;12:32:22;BA7013
3788;12:32:30;AB9354
3789;12:32:33;BC8381
3790;12:32:42;AB1520
3791;12:32:56;BA7641
3792;12:33:11;CA7329
3793;12:33:22;AC8853
3794;12:33:33;AB1334
3795;12:33:46;AC1756
3796;12:33:57;CB4278
3797;12:34:08;BC8160
3798;12:34:23;BC7313
3799;12:34:25;BC2483
3800;12:34:34;BA8032
3801;12:34:42;BA1764
3802;12:34:43;CB9005
3803;12:34:49;BA1971
3804;12:35:00;BA6067
3805;12:35:08;BC5062
3806;12:35:14;AC5258
3807;12:35:22;AC7013
3808;12:35:28;AC3044
3809;12:35:39;AB6851
3810;12:35:53;BC4096
3811;12:35:56;CC2916
3812;12:36:03;CC2080
3813;12:36:06;CC7905
3814;12:36:08;CC2665
3815;12:36:11;CA5699
3816;12:36:23;AB7120
3817;12:36:32;BA9534
3818;12:36:45;CA4913
3819;12:36:55;BC8102
3820;12:36:56;CB8534
3821;12:37:05;AB4801
3822;12:37:11;BA5771
3823;12:37:22;AC3483
3824;12:37:29;CC7270
3825;12:37:32;CA2622
3826;12:37:40;CA3790
3827;12:37:49;AC8590
3828;12:37:57;AC7236
3829;12:38:08;BA4251
3830;12:38:11;AC9179
3831;12:38:23;BC1172
3832;12:38:35;CC5856
3833;12:38:49;AC4129
3834;12:38:56;CB6184
3835;12:39:06;BA6159
3836;12:39:20;CC2980
3837;12:39:24;AB8410
3838;12:39:35;BA2580
3839;12:39:36;CB8922
3840;12:39:38;BC7356
3841;12:39:52;CB8116
3842;12:40:06;AB3591
3843;12:40:16;CC8928
3844;12:40:20;BC1115
3845;12:40:30;BA1716
3846;12:40:43;AA2600
3847;12:40:44;AA5981
3848;12:40:46;CA4508
3849;12:40:49;CB7258
3850;12:40:54;BA5880
3851;12:41:04;BA6886
3852;12:41:11;BC6630
3853;12:41:12;BC2456
3854;12:41:25;BC5885
3855;12:41:40;AB4956
3856;12:41:54;BA5464
3857;12:41:59;CB2228
3858;12:42:00;AB9726
3859;12:42:05;BA7124
3860;12:42:07;BB1962
3861;12:42:14;CA8204
3862;12:42:25;CC1716
3863;12:42:29;AC5132
3864;12:42:42;AC7939
3865;12:42:52;BB1883
3866;12:42:56;BC5143
3867;12:43:08;AC7247
3868;12:43:19;BB8058
3869;12:43:30;CC1848
3870;12:43:43;AC7981
3871;12:43:49;AC5506
3872;12:44:02;CC1401
3873;12:44:09;BC5697
3874;12:44:12;BB3246
3875;12:44:27;AC2637
3876;12:44:31;AB9470
3877;12:44:40;CB3967
3878;12:44:50;BA4619
3879;12:45:05;CB7990
3880;12:45:09;CC9936
3881;12:45:21;CA2382
3882;12:45:25;BA9643
3883;12:45:29;BA4663
3884;12:45:32;CC4040
3885;12:45:41;CA4768
3886;12:45:48;AC1930
3887;12:46:02;AA9666
3888;12:46:11;CC6817
3889;12:46:19;CC6083
3890;12:46:34;BC8113
3891;12:46:38;CB3961
3892;12:46:48;CA1627
3893;12:46:57;BB5605
3894;12:47:06;AA6387
3895;12:47:10;CC1862
3896;12:47:16;BC3769
3897;12:47:18;BB9716
3898;12:47:26;AA9715
3899;12:47:35;CB1986
3900;12:47:49;BC4771
3901;12:48:04;AB4054
3902;12:48:10;AA6583
3903;12:48:17;BC8308
3904;12:48:29;AC6474
3905;12:48:39;BA6405
3906;12:48:40;BA7104
3907;12:48:51;BB9847
3908;12:49:03;CA3935
3909;12:49:18;BB6365
3910;12:49:28;BA4830
3911;12:49:39;AA9759
3912;12:49:50;CB1368
3913;12:50:04;AC6411
3914;12:50:12;CB6364
3915;12:50:19;AA2018
3916;12:50:28;CB9302
3917;12:50:40;CA1917
3918;12:50:44;CB5212
3919;12:50:45;BB1117
3920;12:50:58;CB8862
3921;12:51:05;AB1116
3922;12:51:17;CC4090
3923;12:51:28;AA2019
3924;12:51:39;BB6942
3925;12:51:48;BA2663
3926;12:51:55;BC1514
3927;12:52:07;BB6795
3928;12:52:16;BC7767
3929;12:52:27;BB7723
3930;12:52:31;BA4587
3931;12:52:33;BC8295
3932;12:52:42;BC5302
3933;12:52:45;BA8245
3934;12:53:00;CB6101
3935;12:53:03;BA5942
3936;12:53:06;AB2455
3937;12:53:13;CB7775
3938;12:53:28;AA1171
3939;12:53:35;BB1882
3940;12:53:42;BC6077
3941;12:53:57;CA3611
3942;12:54:09;CB6712
3943;12:54:19;AB9032
3944;12:54:32;CB9758
3945;12:54:33;AB7461
3946;12:54:39;BB6938
3947;12:54:41;BC6101
3948;12:54:52;AC1114
3949;12:55:02;BC7773
3950;12:55:16;BC9408
3951;12:55:21;CA6482
3952;12:55:29;BC4474
3953;12:55:36;CA6619
3954;12:55:44;CC6155
3955;12:55:53;CA3590
3956;12:56:00;BC2281
3957;12:56:03;BA7294
3958;12:56:06;AC1374
3959;12:56:14;CA7266
3960;12:56:16;CC5650
3961;12:56:17;BB2611
3962;12:56:32;CA7369
3963;12:56:37;AB6376
3964;12:56:49;AC7387
3965;12:56:53;CA3145
3966;12:57:02;BC6341
3967;12:57:11;CB5156
3968;12:57:18;BC4712
3969;12:57:25;BC6312
3970;12:57:40;BA2681
3971;12:57:45;BB2567
3972;12:57:57;CA5719
3973;12:58:05;CB6498
3974;12:58:06;BA2561
3975;12:58:14;AC3672
3976;12:58:20;AC7415
3977;12:58:22;BA6149
3978;12:58:28;AB5039
3979;12:58:40;CB5953
3980;12:58:47;CB8255
3981;12:59:00;CA8680
3982;12:59:06;CB9478
3983;12:59:15;CC4581
3984;12:59:17;CB8679
3985;12:59:24;BA2468
3986;12:59:29;AA8664
3987;12:59:32;CB7394
3988;12:59:40;BB5704
3989;12:59:42;BC9726
3990;12:59:48;CC5167
3991;12:59:50;AB9626
3992;12:59:52;BB3689
3993;12:59:53;CA2047
3994;13:00:08;CA5440
3995;13:00:11;BB3689
3996;13:00:14;CA7400
3997;13:00:15;CA5966
3998;13:00:16;BB3892
3999;13:00:24;BB2641
4000;13:00:31;AA4650
4001;13:00:46;BB6132
4002;13:00:52;AB6954
4003;13:00:54;BB4426
4004;13:01:09;CC1500
4005;13:01:21;AB2009
4006;13:01:23;BC2749
4007;13:01:24;AB4386
4008;13:01:37;AC9653
4009;13:01:47;BC6443
4010;13:02:02;BC7966
4011;13:02:09;AB6874
4012;13:02:14;BA4173
4013;13:02:29;AC8863
4014;13:02:34;CA6896
4015;13:02:47;AC9435
4016;13:02:55;BB4653
4017;13:02:56;BC4339
4018;13:02:59;CC5731
4019;13:03:13;CC2513
4020;13:03:25;BC8297
4021;13:03:33;BA2748
4022;13:03:42;BA7413
4023;13:03:54;AC9829
4024;13:04:00;BB9291
4025;13:04:09;BC3204
4026;13:04:23;CB3969
4027;13:04:28;AC4324
4028;13:04:30;AA4184
4029;13:04:41;BA7418
4030;13:04:48;CC1557
4031;13:04:49;BB6680
4032;13:04:54;CA8204
4033;13:04:57;AC8810
4034;13:05:11;AB6323
4035;13:05:26;AC7939
4036;13:05:40;AA8843
4037;13:05:43;CC6409
4038;13:05:55;AC7247
4039;13:05:56;AC7981
4040;13:05:59;AA2528
4041;13:06:12;BA1723
4042;13:06:19;AC5506
4043;13:06:23;AC2444
4044;13:06:37;CA6139
4045;13:06:39;BB5831
4046;13:06:40;BB1362
4047;13:06:52;AB3298
4048;13:06:58;CC5242
4049;13:07:07;AB7659
4050;13:07:16;BC1128
4051;13:07:30;BC3593
4052;13:07:35;AA4660
4053;13:07:50;AA6746
4054;13:08:00;CA1510
4055;13:08:11;AA5330
4056;13:08:14;AB1390
4057;13:08:23;BB1633
4058;13:08:33;CA4240
4059;13:08:38;AB8055
4060;13:08:47;BC8309
4061;13:08:55;BB2088
4062;13:08:56;AB9218
4063;13:09:07;AC8736
4064;13:09:14;CA9534
4065;13:09:18;CA4295
4066;13:09:20;AC5882
